cohort_month,period,users,cohort_size,retention_rate,months_observed,m3_mature
2016-09,0,1,1,1.0,23,True
2016-09,1,0,1,0.0,23,True
2016-09,2,0,1,0.0,23,True
2016-09,3,0,1,0.0,23,True
2016-09,4,0,1,0.0,23,True
2016-09,5,0,1,0.0,23,True
2016-09,6,0,1,0.0,23,True
2016-09,7,0,1,0.0,23,True
2016-09,8,0,1,0.0,23,True
2016-09,9,0,1,0.0,23,True
2016-09,10,0,1,0.0,23,True
2016-09,11,0,1,0.0,23,True
2016-09,12,0,1,0.0,23,True
2016-09,13,0,1,0.0,23,True
2016-09,14,0,1,0.0,23,True
2016-09,15,0,1,0.0,23,True
2016-09,16,0,1,0.0,23,True
2016-09,17,0,1,0.0,23,True
2016-09,18,0,1,0.0,23,True
2016-09,19,0,1,0.0,23,True
2016-09,20,0,1,0.0,23,True
2016-09,21,0,1,0.0,23,True
2016-09,22,0,1,0.0,23,True
2016-09,23,0,1,0.0,23,True
2016-10,0,262,262,1.0,22,True
2016-10,1,0,262,0.0,22,True
2016-10,2,0,262,0.0,22,True
2016-10,3,0,262,0.0,22,True
2016-10,4,0,262,0.0,22,True
2016-10,5,0,262,0.0,22,True
2016-10,6,1,262,0.003816793893129771,22,True
2016-10,7,0,262,0.0,22,True
2016-10,8,0,262,0.0,22,True
2016-10,9,1,262,0.003816793893129771,22,True
2016-10,10,0,262,0.0,22,True
2016-10,11,1,262,0.003816793893129771,22,True
2016-10,12,0,262,0.0,22,True
2016-10,13,1,262,0.003816793893129771,22,True
2016-10,14,0,262,0.0,22,True
2016-10,15,1,262,0.003816793893129771,22,True
2016-10,16,0,262,0.0,22,True
2016-10,17,1,262,0.003816793893129771,22,True
2016-10,18,0,262,0.0,22,True
2016-10,19,2,262,0.007633587786259542,22,True
2016-10,20,2,262,0.007633587786259542,22,True
2016-10,21,0,262,0.0,22,True
2016-10,22,0,262,0.0,22,True
2016-12,0,1,1,1.0,20,True
2016-12,1,1,1,1.0,20,True
2016-12,2,0,1,0.0,20,True
2016-12,3,0,1,0.0,20,True
2016-12,4,0,1,0.0,20,True
2016-12,5,0,1,0.0,20,True
2016-12,6,0,1,0.0,20,True
2016-12,7,0,1,0.0,20,True
2016-12,8,0,1,0.0,20,True
2016-12,9,0,1,0.0,20,True
2016-12,10,0,1,0.0,20,True
2016-12,11,0,1,0.0,20,True
2016-12,12,0,1,0.0,20,True
2016-12,13,0,1,0.0,20,True
2016-12,14,0,1,0.0,20,True
2016-12,15,0,1,0.0,20,True
2016-12,16,0,1,0.0,20,True
2016-12,17,0,1,0.0,20,True
2016-12,18,0,1,0.0,20,True
2016-12,19,0,1,0.0,20,True
2016-12,20,0,1,0.0,20,True
2017-01,0,717,717,1.0,19,True
2017-01,1,2,717,0.002789400278940028,19,True
2017-01,2,2,717,0.002789400278940028,19,True
2017-01,3,1,717,0.001394700139470014,19,True
2017-01,4,3,717,0.0041841004184100415,19,True
2017-01,5,1,717,0.001394700139470014,19,True
2017-01,6,3,717,0.0041841004184100415,19,True
2017-01,7,1,717,0.001394700139470014,19,True
2017-01,8,1,717,0.001394700139470014,19,True
2017-01,9,0,717,0.0,19,True
2017-01,10,3,717,0.0041841004184100415,19,True
2017-01,11,1,717,0.001394700139470014,19,True
2017-01,12,5,717,0.00697350069735007,19,True
2017-01,13,3,717,0.0041841004184100415,19,True
2017-01,14,1,717,0.001394700139470014,19,True
2017-01,15,1,717,0.001394700139470014,19,True
2017-01,16,2,717,0.002789400278940028,19,True
2017-01,17,3,717,0.0041841004184100415,19,True
2017-01,18,0,717,0.0,19,True
2017-01,19,1,717,0.001394700139470014,19,True
2017-02,0,1628,1628,1.0,18,True
2017-02,1,3,1628,0.0018427518427518428,18,True
2017-02,2,5,1628,0.003071253071253071,18,True
2017-02,3,2,1628,0.0012285012285012285,18,True
2017-02,4,7,1628,0.0042997542997543,18,True
2017-02,5,2,1628,0.0012285012285012285,18,True
2017-02,6,4,1628,0.002457002457002457,18,True
2017-02,7,3,1628,0.0018427518427518428,18,True
2017-02,8,2,1628,0.0012285012285012285,18,True
2017-02,9,3,1628,0.0018427518427518428,18,True
2017-02,10,2,1628,0.0012285012285012285,18,True
2017-02,11,5,1628,0.003071253071253071,18,True
2017-02,12,2,1628,0.0012285012285012285,18,True
2017-02,13,3,1628,0.0018427518427518428,18,True
2017-02,14,2,1628,0.0012285012285012285,18,True
2017-02,15,1,1628,0.0006142506142506142,18,True
2017-02,16,1,1628,0.0006142506142506142,18,True
2017-02,17,3,1628,0.0018427518427518428,18,True
2017-02,18,0,1628,0.0,18,True
2017-03,0,2503,2503,1.0,17,True
2017-03,1,11,2503,0.0043947263284059125,17,True
2017-03,2,9,2503,0.003595685177786656,17,True
2017-03,3,10,2503,0.003995205753096284,17,True
2017-03,4,9,2503,0.003595685177786656,17,True
2017-03,5,4,2503,0.0015980823012385138,17,True
2017-03,6,4,2503,0.0015980823012385138,17,True
2017-03,7,8,2503,0.0031961646024770275,17,True
2017-03,8,8,2503,0.0031961646024770275,17,True
2017-03,9,2,2503,0.0007990411506192569,17,True
2017-03,10,9,2503,0.003595685177786656,17,True
2017-03,11,3,2503,0.0011985617259288853,17,True
2017-03,12,5,2503,0.001997602876548142,17,True
2017-03,13,3,2503,0.0011985617259288853,17,True
2017-03,14,4,2503,0.0015980823012385138,17,True
2017-03,15,6,2503,0.0023971234518577705,17,True
2017-03,16,2,2503,0.0007990411506192569,17,True
2017-03,17,3,2503,0.0011985617259288853,17,True
2017-04,0,2256,2256,1.0,16,True
2017-04,1,14,2256,0.0062056737588652485,16,True
2017-04,2,5,2256,0.002216312056737589,16,True
2017-04,3,4,2256,0.0017730496453900709,16,True
2017-04,4,6,2256,0.0026595744680851063,16,True
2017-04,5,6,2256,0.0026595744680851063,16,True
2017-04,6,8,2256,0.0035460992907801418,16,True
2017-04,7,7,2256,0.0031028368794326243,16,True
2017-04,8,7,2256,0.0031028368794326243,16,True
2017-04,9,4,2256,0.0017730496453900709,16,True
2017-04,10,6,2256,0.0026595744680851063,16,True
2017-04,11,2,2256,0.0008865248226950354,16,True
2017-04,12,1,2256,0.0004432624113475177,16,True
2017-04,13,1,2256,0.0004432624113475177,16,True
2017-04,14,2,2256,0.0008865248226950354,16,True
2017-04,15,2,2256,0.0008865248226950354,16,True
2017-04,16,3,2256,0.0013297872340425532,16,True
2017-05,0,3451,3451,1.0,15,True
2017-05,1,16,3451,0.004636337293538105,15,True
2017-05,2,16,3451,0.004636337293538105,15,True
2017-05,3,10,3451,0.0028977108084613156,15,True
2017-05,4,10,3451,0.0028977108084613156,15,True
2017-05,5,11,3451,0.003187481889307447,15,True
2017-05,6,14,3451,0.004056795131845842,15,True
2017-05,7,5,3451,0.0014488554042306578,15,True
2017-05,8,9,3451,0.002607939727615184,15,True
2017-05,9,9,3451,0.002607939727615184,15,True
2017-05,10,9,3451,0.002607939727615184,15,True
2017-05,11,12,3451,0.0034772529701535787,15,True
2017-05,12,8,3451,0.0023181686467690526,15,True
2017-05,13,1,3451,0.0002897710808461316,15,True
2017-05,14,6,3451,0.0017386264850767893,15,True
2017-05,15,7,3451,0.002028397565922921,15,True
2017-06,0,3037,3037,1.0,14,True
2017-06,1,15,3037,0.004939084622983207,14,True
2017-06,2,12,3037,0.003951267698386566,14,True
2017-06,3,13,3037,0.004280540006585446,14,True
2017-06,4,9,3037,0.0029634507737899243,14,True
2017-06,5,12,3037,0.003951267698386566,14,True
2017-06,6,11,3037,0.0036219953901876854,14,True
2017-06,7,7,3037,0.0023049061573921633,14,True
2017-06,8,4,3037,0.0013170892327955218,14,True
2017-06,9,6,3037,0.001975633849193283,14,True
2017-06,10,9,3037,0.0029634507737899243,14,True
2017-06,11,11,3037,0.0036219953901876854,14,True
2017-06,12,5,3037,0.0016463615409944023,14,True
2017-06,13,5,3037,0.0016463615409944023,14,True
2017-06,14,7,3037,0.0023049061573921633,14,True
2017-07,0,3752,3752,1.0,13,True
2017-07,1,20,3752,0.005330490405117271,13,True
2017-07,2,13,3752,0.003464818763326226,13,True
2017-07,3,9,3752,0.002398720682302772,13,True
2017-07,4,11,3752,0.002931769722814499,13,True
2017-07,5,8,3752,0.0021321961620469083,13,True
2017-07,6,12,3752,0.0031982942430703624,13,True
2017-07,7,4,3752,0.0010660980810234541,13,True
2017-07,8,7,3752,0.0018656716417910447,13,True
2017-07,9,10,3752,0.0026652452025586353,13,True
2017-07,10,8,3752,0.0021321961620469083,13,True
2017-07,11,11,3752,0.002931769722814499,13,True
2017-07,12,5,3752,0.0013326226012793177,13,True
2017-07,13,9,3752,0.002398720682302772,13,True
2017-08,0,4057,4057,1.0,12,True
2017-08,1,28,4057,0.006901651466600937,12,True
2017-08,2,14,4057,0.0034508257333004683,12,True
2017-08,3,11,4057,0.0027113630761646536,12,True
2017-08,4,14,4057,0.0034508257333004683,12,True
2017-08,5,21,4057,0.0051762385999507025,12,True
2017-08,6,12,4057,0.0029578506285432584,12,True
2017-08,7,11,4057,0.0027113630761646536,12,True
2017-08,8,6,4057,0.0014789253142716292,12,True
2017-08,9,6,4057,0.0014789253142716292,12,True
2017-08,10,10,4057,0.002464875523786049,12,True
2017-08,11,8,4057,0.001971900419028839,12,True
2017-08,12,5,4057,0.0012324377618930244,12,True
2017-09,0,4004,4004,1.0,11,True
2017-09,1,28,4004,0.006993006993006993,11,True
2017-09,2,22,4004,0.005494505494505495,11,True
2017-09,3,11,4004,0.0027472527472527475,11,True
2017-09,4,18,4004,0.004495504495504496,11,True
2017-09,5,9,4004,0.002247752247752248,11,True
2017-09,6,9,4004,0.002247752247752248,11,True
2017-09,7,10,4004,0.0024975024975024975,11,True
2017-09,8,11,4004,0.0027472527472527475,11,True
2017-09,9,7,4004,0.0017482517482517483,11,True
2017-09,10,10,4004,0.0024975024975024975,11,True
2017-09,11,3,4004,0.0007492507492507493,11,True
2017-10,0,4328,4328,1.0,10,True
2017-10,1,31,4328,0.007162661737523105,10,True
2017-10,2,11,4328,0.0025415896487985213,10,True
2017-10,3,4,4328,0.0009242144177449168,10,True
2017-10,4,10,4328,0.0023105360443622922,10,True
2017-10,5,9,4328,0.0020794824399260627,10,True
2017-10,6,9,4328,0.0020794824399260627,10,True
2017-10,7,16,4328,0.0036968576709796672,10,True
2017-10,8,12,4328,0.0027726432532347504,10,True
2017-10,9,8,4328,0.0018484288354898336,10,True
2017-10,10,9,4328,0.0020794824399260627,10,True
2017-11,0,7060,7060,1.0,9,True
2017-11,1,40,7060,0.0056657223796034,9,True
2017-11,2,26,7060,0.0036827195467422098,9,True
2017-11,3,12,7060,0.0016997167138810198,9,True
2017-11,4,12,7060,0.0016997167138810198,9,True
2017-11,5,13,7060,0.0018413597733711049,9,True
2017-11,6,8,7060,0.0011331444759206798,9,True
2017-11,7,13,7060,0.0018413597733711049,9,True
2017-11,8,9,7060,0.0012747875354107649,9,True
2017-11,9,4,7060,0.0005665722379603399,9,True
2017-12,0,5338,5338,1.0,8,True
2017-12,1,11,5338,0.0020606968902210565,8,True
2017-12,2,15,5338,0.002810041213937804,8,True
2017-12,3,18,5338,0.0033720494567253652,8,True
2017-12,4,14,5338,0.0026227051330086175,8,True
2017-12,5,11,5338,0.0020606968902210565,8,True
2017-12,6,9,5338,0.0016860247283626826,8,True
2017-12,7,1,5338,0.00018733608092918696,8,True
2017-12,8,10,5338,0.0018733608092918695,8,True
2018-01,0,6842,6842,1.0,7,True
2018-01,1,23,6842,0.0033615901783104357,7,True
2018-01,2,25,6842,0.0036539023677287343,7,True
2018-01,3,20,6842,0.0029231218941829875,7,True
2018-01,4,20,6842,0.0029231218941829875,7,True
2018-01,5,11,6842,0.001607717041800643,7,True
2018-01,6,12,6842,0.0017538731365097924,7,True
2018-01,7,16,6842,0.00233849751534639,7,True
2018-02,0,6288,6288,1.0,6,True
2018-02,1,22,6288,0.003498727735368957,6,True
2018-02,2,25,6288,0.003975826972010178,6,True
2018-02,3,19,6288,0.0030216284987277355,6,True
2018-02,4,16,6288,0.002544529262086514,6,True
2018-02,5,14,6288,0.0022264631043256997,6,True
2018-02,6,13,6288,0.0020674300254452924,6,True
2018-03,0,6774,6774,1.0,5,True
2018-03,1,27,6774,0.003985828166519044,5,True
2018-03,2,20,6774,0.002952465308532625,5,True
2018-03,3,20,6774,0.002952465308532625,5,True
2018-03,4,8,6774,0.00118098612341305,5,True
2018-03,5,8,6774,0.00118098612341305,5,True
2018-04,0,6582,6582,1.0,4,True
2018-04,1,39,6582,0.005925250683682771,4,True
2018-04,2,20,6582,0.003038590094196293,4,True
2018-04,3,16,6582,0.002430872075357034,4,True
2018-04,4,9,6582,0.0013673655423883319,4,True
2018-05,0,6506,6506,1.0,3,True
2018-05,1,34,6506,0.00522594528127882,3,True
2018-05,2,17,6506,0.00261297264063941,3,True
2018-05,3,12,6506,0.0018444512757454657,3,True
2018-06,0,5878,5878,1.0,2,False
2018-06,1,25,5878,0.004253147329023477,2,False
2018-06,2,16,5878,0.0027220142905750254,2,False
2018-07,0,5949,5949,1.0,1,False
2018-07,1,31,5949,0.005210959825180703,1,False
2018-08,0,6144,6144,1.0,0,False
